4.105420540221026426e-01,4.312799513206575508e-01,7.374420383515045696e-02
4.238019351774247045e-01,5.802174637622453668e-01,2.587591319181554717e-01
3.414086078056592921e-01,3.230854636972516625e-01,7.235686814002855183e-01
6.107050656874252192e-01,8.402174841686979034e-01,2.863320411749800121e-01
7.474598853613202420e-01,5.827098536025347997e-01,3.600985409326329378e-01
6.102081082137890133e-01,3.138052674406081044e-01,8.027005538037861321e-01
4.744212989210468967e-01,4.038588164293394067e-01,9.395249597061627878e-01
9.190972857485327774e-01,7.913941149440358869e-01,7.795133964752249955e-01
8.851311713713161389e-01,4.190918066042061962e-01,4.259884643789579872e-01
7.889737540171049002e-02,5.005616695503422031e-01,4.597237724043879981e-01
3.753990659370002314e-01,5.539846238182655203e-01,2.936641029025106597e-01
6.885918337083097862e-01,1.207212464023376119e-01,3.058247507038094337e-01
3.174875221461372909e-01,1.323701021794169153e-01,7.679652537536112433e-01
3.730236471938231935e-01,1.909105809583793167e-01,4.417711227595455536e-02
7.194929891096176755e-01,9.355709578115962710e-01,3.464529368117659214e-01
9.721453481942614605e-01,1.072933989695817880e-01,8.049087284683438259e-01
2.834567315125657849e-01,4.902936776517754502e-01,8.053233359098942445e-01
5.387908003937842416e-01,3.512801821723932072e-01,7.498176350413078284e-01
5.742472903380233529e-01,9.712753707012785620e-01,6.157343883828330089e-01
1.072994920320053946e-01,3.914058413315505414e-01,5.443836107580563022e-01
6.408951242535630977e-01,1.597198263859175293e-01,9.109039863458537889e-01
5.897595831030797431e-01,8.861707739495112701e-01,5.634259061533081203e-01
2.622625039842851891e-01,1.744299181274252541e-01,6.964749374622829503e-01
2.356774826120751065e-01,5.804695246555990895e-01,2.691245139114983864e-02
